"","DATE","PUBLISHER","TITLE","AUTHOR","URL","CONTENT"
"1","2020-05-22","The Korea Herald","[Newsmaker] Five more foreigners deported for breaching self-isolation rules","Yonhap","http://www.koreaherald.com/view.php?ud=20200522000677&ACE_SEARCH=1","  Five more foreign nationals have been deported from South Korea after getting caught violating self-isolation rules, the Ministry of Justice said Friday.The violators -- two Chinese nationals and one each from Pakistan, Poland and Britain -- have been ordered to leave for their home countries after failing to comply with Seoul's mandatory self-isolation rule aimed at containing the new coronavirus.Three of the five, who entered South Korea after April 1, when the mandatory self-isolation order took effect, were slapped with fines in addition to the deportation order, the ministry said, without identifying those fined.Under the compulsory quarantine measures, all entrants from overseas -- both Koreans and foreigners -- are obliged to self-isolate at their residences or government-designated facilities for 14 days. Foreigners refusing to accept the two-week self-isolation are denied entry to the country, while rule violators are fined and deported.With the additions of the five, a total of 17 foreign nationals have been deported for breaching self-isolation rules. Including those penalized for refusing to accept self-isolation, 24 foreigners have so far been deported.The ministry said nine other foreigners have been caught violating self-isolation rules unintentionally and were allowed to stay in the country after paying fines due to their low risk of spreading coronavirus.According to the ministry, the deported Pakistani tested positive for COVID-19 after inviting friends to his self-isolation place for dinner on April 27, one day after he arrived here.One Chinese national was caught escaping from a self-isolation place 11 times from April 14-28, each time after leaving his or her mobile phone behind to avoid being tracked.Another Chinese national was accused of leaving a self-isolation place for 11 minutes on April 23 for a smoke. The person was also criticized for hindering self-isolation monitoring by intentionally hanging up or avoiding calls from civil servants.The Polish national entered here March 10 and was ordered to self-isolate after one of the person's acquaintances contracted coronavirus. But the European took a walk in a public park almost every day from March 13 before testing positive on March 26. The authorities issued a departure order for the Polish national, instead of deportation, as the person had personally paid his or her own medical bill totaling 21 million won ($17,000).The British national was deported after being caught visiting a screen golf room one day after taking a coronavirus test on March 23 without wearing a face mask. (Yonhap)"
"2","2020-05-22","The Korea Herald","Air carriers move to relaunch international routes, expand domestic flights","Kim Da-sol","http://www.koreaherald.com/view.php?ud=20200522000668&ACE_SEARCH=1","  South Korean carriers are moving to relaunch their long-waited international routes as well as expand domestic flights, slowly recovering from the impact of COVID-19 outbreak, industry sources said Friday.According to the country’s largest LCC by sales Jeju Air, it will resume operation of Incheon-Manila route once a week from June 6. The airliner said it was due to the demand from Korean residents living in the Philippines. Jeju Air currently runs service to three overseas destinations in Japan and China. Full service carriers Korean Air and Asiana Airlines are also set to resume operation of 32 US and Canada routes and 13 international routes from June, respectively. Air Busan, Asiana Airlines’ budget carrier, said it also plans to sell tickets at a promotion price to prepare for resumption of international routes in July. Meanwhile, Korean Air’s budget carrier Jin Air said it would run Daegu-Jeju, Gimpo-Busan, Gimpo-Gwangju routes regularly from June 1, making its domestic routes to a total of seven. They will be operated from twice to four times a day depends on the route, air carrier said. Jin Air official said with expansion of domestic route, the air carrier hopes to contribute to revitalizing the local economy and activation of regional airports. By Kim Da-sol (ddd@heraldcorp.com)"
"3","2020-05-22","The Korea Herald","S. Korea’s 2020 economic growth to depend on Q2 output: vice finance minister","Jung Min-kyung","http://www.koreaherald.com/view.php?ud=20200522000648&ACE_SEARCH=1","  As South Korea is likely to face a severe economic shock in the second quarter under the novel coronavirus pandemic, the quarterly performance will determine the nation’s growth for the entire year, Vice Finance Minister Kim Yong-beom said Friday. “Shocks are expected to be concentrated in the second quarter,” Kim said during a meeting with senior ministry officials. “As the risks stemming from (the pandemic) prolong, it could evolve into a bigger risk that could shake both the real and financial economies.”Kim vowed that the government would fully mobilize stimulus packages -- including the first and second supplementary budgets approved so far -- in the second quarter to minimize the economic fallout from the pandemic.The National Assembly passed the first extra budget of 11.7 trillion won ($9.8 billion) in March and second supplementary budget of 14.3 trillion won last month, to minimize the economic fallout from COVID-19. The third extra budget, estimated to be around 40 trillion won, is set to be unveiled in early June, mainly to boost investment in the local sectors and the job market. Regarding the progress of the government’s relief handout program, Kim said 84.3 percent of around 21.7 million households here applied and received support as of Friday. Of them, around 2.8 million households were categorized as low-income households and 99.9 percent of them have so far received the handouts. Since last week, South Korea started handing out cash to most households here for its relief handout program. One million won is handed out to households with four or more people, while those with fewer family members receive a minimum of 400,000 won. South Korea has so far pledged coronavirus relief packages worth some 240 trillion won to provide a cushion for companies and economies hit by the pandemic. The export-reliant nation’s economy shrank 1.4 percent on-quarter in the first quarter, marking the sharpest quarterly contraction since the last quarter of 2008, when it was hit by the global financial crisis. By Jung Min-kyung (mkjung@heraldcorp.com)"
"4","2020-05-22","The Korea Herald","Indie film awards to open despite COVID-19 outbreak","Choi Ji-won","http://www.koreaherald.com/view.php?ud=20200522000579&ACE_SEARCH=1","  The Wildflower Film Awards Korea will hold its annual ceremony Friday evening as the first film festival here to open since the outbreak of the novel coronavirus.Founded by the film critic and translator Darcy Paquet, Wildfower Film Awards recognizes the achievements of independent and low-budget films. The seventh edition of the event will kick off at 7 p.m. Friday at the House of Literature located in central Seoul.This year’s awards will hand out a total of 13 trophies, including the Achievement Award, which was previously to be handed out to the Korean Arthouse Cinema Association.A total of 125 titles -- 83 fictional films and 42 documentaries -- produced with less than 1 billion won ($809,323) budget and released between Jan. 1, 2019, and Jan. 31 this year, have been screened for nominations.Among them, seven film directors and five documentary directors have been nominated to vie for the awards’ most coveted Grand Prize. The nominees include directors Choi Chang-hwan of “Back from the Beat,” Kim Bo-ra of “House of Hummingbird,” Yi Ok-seop of “Maggie,” Han Ka-ram of “Our Body,” Yoon Ga-eun of “The House of Us,” Lim Dae-hyung of “Moonlit Winter” and Kim Joong-hyun of “February” in the fiction film category and Kim So-young of “Goobye My Love, NK,” Kang Sang-woo of “Kim-Gun,” Song Won-geun of “My name is Kim Bok-dong,” Jung Sung-il of “Gravity of the Tea” and Kangyu Ga-ram of “Itaewon” in the documentary category.An official from the event said they expect around 150 guests, including the finalists for the best actor and best actresses awards, to attend the ceremony. Last year’s winners Esom, Kim Sae-byuk and Lee Jae-in will be presenting the awards. By Choi Ji-won (jwc@heraldcorp.com)"
"5","2020-05-22","The Korea Herald","South Korea adds 20 new COVID-19 cases; 20-somethings biggest patient group","Kim Bo-gyung","http://www.koreaherald.com/view.php?ud=20200522000633&ACE_SEARCH=1","  South Korea’s tally of coronavirus infections rose by 20 on Friday, with community spread of the disease lingering, health authorities said. Counting the new cases, the virus has sickened 11,142 patients here, while the death toll remained 264, according the Korea Centers for Disease Control and Prevention.“The proportion of patients in their 20s who contracted the virus at nightclubs, bars and karaoke establishments, among other places, is on the rise,” KCDC Director General Jung Eun-kyeong said at a briefing.“We speculate there are more undetected patients in the community given the characteristics of the virus, which has many asymptomatic and mild patients,” she added, urging people in their 20s to keep their guards up against the virus.Coronavirus patients in their 20s also made up the largest group of patients by age, accounting for 27.9 percent of total patients, or 3,111 people, followed by those in their 50s, 40s and 60s, according to the KCDC.Health authorities lent weight to the outbreak in Seoul’s party district of Itaewon to have been imported from the United States and Europe based on a recent study.The Itaewon cluster has spiraled into a mass infection, sickening 215 patients nationwide, as of 12:01 a.m. on Friday, according to the KCDC.An educator in Incheon, who had visited Itaewon, transmitted the virus to one of his students, who then passed on the virus to a cab driver.The cab driver took on a job as a freelance photographer at a baby’s birthday party earlier this month, and transmitted the virus to the 1-year-old infant, the infant’s parents and grandparents among others, health authorities said. Meanwhile, 11 of the new patients had contracted the virus domestically, including six in Gyeonggi Province, two in North Gyeongsang Province and one each in Seoul, Incheon and South Gyeongsang Province, the KCDC said. Nine were patients from overseas, of whom seven were confirmed at airport check points, it added. By Kim Bo-gyung (lisakim425@heraldcorp.com)"
"6","2020-05-22","The Korea Herald","Celltrion to reinforce HIV drug development","Lim Jeong-yeo","http://www.koreaherald.com/view.php?ud=20200522000661&ACE_SEARCH=1","  Celltrion Pharm, a chemical drugs unit under the wing of Celltrion Group, has vowed to push harder to advance its human immunodeficiency virus drug pipeline, to move ahead of competitors that face a slowdown in pharmaceutical supply due to COVID-19.Celltrion Pharm said Friday that it will increase its workforce by 15 percent for its plant in Cheongju, North Chungcheong Province, to run the facility around the clock for an expanded attention to its HIV treatment pipeline, CT-G7.This is a strategy to target the temporary vacancy in pharmaceuticals supply chain incurred by the COVID-19 pandemic, Celltrion Pharm said. The recent pandemic has prompted a lock-down in India, a major pharmaceuticals ingredient supplier for global chemical pharma firms. The factories in India are running at a 30 percent lower operation rate than usual, leading to development hurdles for competitors pursuing HIV treatments, according to Celltrion Pharm.Seizing this as an opportunity, the company will equip its Cheongju plant with exclusive manufacturing lines for CT-G7.It has sufficient raw materials to make the pharmaceutical and is suffering no setbacks from the business slowdown in India, a Celltrion Pharm official told The Korea Herald.CT-G7 is Celltrion’s independently developed HIV treatment that has gained tentative approval from the US’ Food and Drug Administration in April.The global market for HIV treatments as of 2019 came up to around $1 billion Celltrion said, citing Clinton Health Access Initiative. Celltrion has set the goal of reaching 120 billion won ($100 million) in annual revenue, a 10 percent share of the global market for HIV drugs. The company envisions expanding its market dominance to 20 percent in the long run. By Lim Jeong-yeo (kaylalim@heraldcorp.com)"
"7","2020-05-22","The Korea Herald","Seoul stocks snap 5-day winning streak on US-Sino dispute","Yonhap","http://www.koreaherald.com/view.php?ud=20200522000628&ACE_SEARCH=1","  South Korean stocks closed lower Friday, ending a winning streak of five consecutive sessions on an escalating dispute between the United States and China that may further undermine the country's exports. The Korean won fell against the US dollar.The benchmark Korea Composite Stock Price Index (KOSPI) lost 28.18 points, or 1.41 percent, to close at 1,970.13. Trading volume was moderate at about 832 million shares worth some 9.3 trillion won ($7.5 billion), with losers outnumbering gainers 719 to 157.Foreigners sold a net 468 billion won, ending a three-day buying streak, while retail investors purchased a net 939 billion won. Institutions offloaded a net 456 billion won.South Korean stocks had closed higher for five consecutive sessions, joining other global stock markets in a rally sparked by hopes of a quick economic recovery and the development of COVID-19 vaccines.The New York stock market finished lower Thursday after US President Donald Trump renewed his attack against China, saying a ""wacko"" in China was blaming everybody other than China for the deaths of hundreds of thousands of people.""Trump seems to be poised to continue tackling China as part of his strategy for reelection, and this will be an issue that pulls down stock prices,"" KB Securities analyst Lee Eun-taek said.The analyst, however, noted the fresh dispute between the world's two largest economies may not lead to a full blown conflict as Trump also needs to boost the economy for his reelection, apparently implying such efforts would require improved ties with China.Most large caps finished in negative terrain.Market bellwether Samsung Electronics plunged 2.40 percent to 48,750 won, while No. 2 chipmaker SK hynix tumbled 2.52 percent to 81,300 won.Leading pharmaceutical firm Samsung BioLogics added 1.48 percent to 618,000 won, but Celltrion slipped 1.14 percent to 216,000 won.Top automaker Hyundai Motor lost 2.78 percent to 94,500 won, with its smaller affiliate Kia Motors shedding 1.63 percent to 30,100 won.The local currency closed at 1,237.0 won per dollar, down 6.10 won from the previous session's close.Bond prices, which move inversely to yields, closed higher. The yield on three-year Treasurys lost 1.9 basis points to 0.837 percent, and the return on the benchmark five-year government bond slipped 1.5 basis points to 1.082 percent. (Yonhap)"
"8","2020-05-22","The Korea Herald","MMCA’s new project breaks traditional concept of family dealing with queer community","Park Yuna","http://www.koreaherald.com/view.php?ud=20200522000605&ACE_SEARCH=1","  The National Museum of Modern and Contemporary Art, Korea (MMCA) is hosting an exhibition “2020 MMCA Asia Project: Looking for Another Family” until August as part of the Asia Project, focusing on Asian contemporary art. The exhibition, “2020 MMCA Asia Project: Looking for Another Family” looks into different forms of families, breaking away from the conventional definition of biological or martial relationships, showcasing 15 artworks from 15 artist teams across eight Asian countries: South Korea, Indonesia, Taiwan, Japan, Philippines, Hong Kong, Malaysia and China. The queer community, a marginalized community that has been a rare subject at the state-funded museum, is part of the exhibition shown through the artworks by Lee Kang-seung and Dew Kim from South Korea. Lee Kang-seung’s new project “Imaginaries of the Future” lets audiences explore “queering” at a lounge where drawings, books and videos on queer community coexist. Dew Kim explores the concept of “queerness” through the perspective of Shamanism, a religion associated with North Asia and was often denigrated as the “Black faith” by western culture. Kim titled his new project “The Old and Wrong Way of Seeing Things,” borrowing a derogatory description of Shamanism. The exhibition, which opened public on Friday, will run until Aug. 23 at MMCA Seoul venue. Visitors are required to make a reservation online through the MMCA website as the number of visitors are limited due to the COVID-19 pandemic. The exhibition is part of MMCA’s Asia Project that started in 2018 to explore Asian contemporary art. “2020 MMCA Asia Project: Looking for Another Family,” is the second edition of the project after the exhibition “How Little You Know About Me” in August 2018. “’Looking For Another Family’ is an opportunity to introduce the diversity and dynamicity of Asian contemporary art to Korean and overseas audiences,” said Youn Bummo, director of the MMCA. “At this time of COVID-19 pandemic, the innovative works of the Asian artist in this exhibition and their collaboration will hopefully propagate the spirit of social solidarity and coexistence to the world.” By Park Yuna  (yunapark@heraldcorp.com)"
"9","2020-05-22","The Korea Herald","Military repatriates stranded citizens from Africa","Choi Si-young","http://www.koreaherald.com/view.php?ud=20200522000609&ACE_SEARCH=1","  Sixty South Koreans who were stranded in Africa due to suspended air travel amid the coronavirus pandemic returned home late Friday on a charter flight.South Korea’s military ran the flight Monday to rotate a batch of troops for the Hanbit Unit stationed in South Sudan, and on the way home in adjoining Ethiopia, Korean residents in Africa boarded the plane.Thirty-six had come from Ghana, 13 from Kenya, 10 from Ethiopia and 1 from Sudan. Medical and other support staff were on board to check for infections.Deployed in 2011 to aid in South Sudan’s reconstruction, the Hanbit Unit chiefly consists of engineers and medical personnel, accompanied by an armed security detail. In March, Korea instructed that only essential personnel should carry out operations there due to concerns over the COVID-19 outbreak.By Choi Si-young (siyoungchoi@heraldcorp.com)"
"10","2020-05-22","The Korea Herald","S. Korea readies for upcoming ADB annual meeting, chairs online pre-session","Bae Hyunjung","http://www.koreaherald.com/view.php?ud=20200522000600&ACE_SEARCH=1","  Preparing for the Asian Development Bank’s annual meeting to be held in Songdo in September, South Korea’s government on Friday chaired a pre-session to handle key agendas in advance.During the 30-minute teleconference, presided by Korean Deputy Prime Minister and Finance Minister Hong Nam-ki, the board of directors approved the ADB’s annual financial report and reiterated joint efforts for regional prosperity according to the Ministry of Economy and Finance.Earlier in March, responding to the escalating fallout of the COVID-19 pandemic, the ADB decided to postpone its annual meeting from the originally scheduled May 2-5 to Sept. 18-21.The latest teleconference was held as a separate pre-session to the main event in September, in order to handle priority financial agendas within due timeline, officials said.During the meeting, ADB President Masatsugu Asakawa summed up the organization’s contribution to COVID-19 solutions, including its move to triple the financial aid package to $20 billion from the previous $6.5 billion.He also reiterated his pledges to expand the ADB’s mid and long-term vision to achieve a prosperous, inclusive, and sustainable Asia-Pacific region by year 2030.Speaking for South Korea -- not only the chair country for this year’s annual meeting but also a leading player in terms of anti-coronavirus quarantine -- Hong underlined the ADB’s role in helping emerging economies cope with the pandemic crisis.While sharing heath care policy experience and reinforcing social networks, the regional network should also exert joint efforts to innovate digital platforms and contactless businesses in order to cope with the post-coronavirus way of life and the change of global value chain, according to Seoul’s fiscal chief.By Bae Hyun-jung (tellme@heraldcorp.com)"
